Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Environmental Monitoring of Archival Collections: An Exploratory Study of Professionals’ Data Monitoring Dashboard Needs and Related Challenges","Information in Contemporary Society","","","","10.1007/978-3-030-15742-5_73","Monica MaceliElena VillaespesaSarah Ann Adams","2019","http://link.springer.com/chapter/10.1007/978-3-030-15742-5_73","Chapter"
"Executive Dashboard","Cloud Computing Using Oracle Application Express","","","","10.1007/978-1-4842-4243-8_29","Riaz Ahmed","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4243-8_29","Chapter"
"Connecting a teacher dashboard to a student digital collaborative environment: supporting teacher enactment of problem-based mathematics curriculum","ZDM – Mathematics Education","","53","6","10.1007/s11858-021-01310-w","Alden J. EdsonElizabeth Difanis Phillips","2021","http://link.springer.com/article/10.1007/s11858-021-01310-w","Article"
"A Study for Evaluations of Automobile Digital Dashboard Layouts Based on Cognition Electroencephalogram","Cross-Cultural Design. Applications in Cultural Heritage, Tourism, Autonomous Vehicles, and Intelligent Agents","","","","10.1007/978-3-030-77080-8_23","Hao YangJitao ZhangRuoyu Jia","2021","http://link.springer.com/chapter/10.1007/978-3-030-77080-8_23","Chapter"
"Predict or describe? How learning analytics dashboard design influences motivation and statistics anxiety in an online statistics course","Educational Technology Research and Development","","69","3","10.1007/s11423-021-09998-z","Natercia VallePavlo AntonenkoDenis ValleMax SommerAnne Corinne Huggins-ManleyKara DawsonDongho KimBenjamin Baiser","2021","http://link.springer.com/article/10.1007/s11423-021-09998-z","Article"
"eRegCom—Quality Improvement Dashboard for healthcare providers and Targeted Client Communication to pregnant women using data from an electronic health registry to improve attendance and quality of antenatal care: study protocol for a multi-arm cluster randomized trial","Trials","","22","1","10.1186/s13063-020-04980-1","Kjersti MørkridBinyam BogaleEatimad AbbasKhadija Abu KhaderItimad Abu WardAmjad AttalhTamara AwwadMohammad BaniodeKimberly Suzanne FrostMichael James FrostButhaina GhanemTaghreed HijazMervett IsbeihSally IssawiZaher A. S. NazzalBrian O’Donnell","2021","http://link.springer.com/article/10.1186/s13063-020-04980-1","Article"
"Exploring critical factors of the perceived usefulness of a learning analytics dashboard for distance university students","International Journal of Educational Technology in Higher Education","","18","1","10.1186/s41239-021-00284-9","Irina RetsChristothea HerodotouVaclav BayerMartin HlostaBart Rienties","2021","http://link.springer.com/article/10.1186/s41239-021-00284-9","Article"
"Visualization of Learning for Students: A Dashboard for Study Progress – Development, Design Details, Implementation, and User Feedback","Visualizations and Dashboards for Learning Analytics","","","","10.1007/978-3-030-81222-5_19","Philipp LeitnerMartin EbnerHanna GeisswinklerSandra Schön","2021","http://link.springer.com/chapter/10.1007/978-3-030-81222-5_19","Chapter"
"A Dashboard for Security Forces Data Visualization and Storytelling","Information Systems for Industry 4.0","","","","10.1007/978-3-030-14850-8_4","Miguel de Castro NetoMarcel NascimentoPedro SarmentoSara RibeiroTeresa RodriguesMarco Painho","2019","http://link.springer.com/chapter/10.1007/978-3-030-14850-8_4","Chapter"
"Die Kraft effektiver Daten-Visualisierung – CLEAR(I): Ein Leitfaden zur wirkungsvollen Dashboard-Gestaltung","Data-driven Marketing","","","","10.1007/978-3-658-29995-8_3","Luise JacobsSusanne Hensel-Börner","2020","http://link.springer.com/chapter/10.1007/978-3-658-29995-8_3","Chapter"
"Aggregation of Developed Indicants to MEXC Dashboard","An Investor’s Perspective on Marketing Excellence","","","","10.1007/978-3-658-24704-1_5","Dominik Kemsa","2019","http://link.springer.com/chapter/10.1007/978-3-658-24704-1_5","Chapter"
"Recommending Insightful Drill-Downs Based on Learning Processes for Learning Analytics Dashboards","Artificial Intelligence in Education","","","","10.1007/978-3-030-52237-7_39","Shiva ShabaninejadHassan KhosraviSander J. J. LeemansShazia SadiqMarta Indulska","2020","http://link.springer.com/chapter/10.1007/978-3-030-52237-7_39","Chapter"
"Students’ Emotional Reactions to Social Comparison via a Learner Dashboard","Visualizations and Dashboards for Learning Analytics","","","","10.1007/978-3-030-81222-5_11","Liz BennettSue Folley","2021","http://link.springer.com/chapter/10.1007/978-3-030-81222-5_11","Chapter"
"The use of learning dashboards to support complex in-class pedagogical scenarios in medical training: how do they influence students’ cognitive engagement?","Research and Practice in Technology Enhanced Learning","","15","1","10.1186/s41039-020-00135-7","Bas de LengFriedrich Pawelka","2020","http://link.springer.com/article/10.1186/s41039-020-00135-7","Article"
"Dashboard, Target, and Engagement Tools","A Complete Guide to Burp Suite","","","","10.1007/978-1-4842-6402-7_4","Sagar Rahalkar","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6402-7_4","Chapter"
"Navigational Behavior Patterns of Learners on Dashboards Based on Assessment Analytics","Visualizations and Dashboards for Learning Analytics","","","","10.1007/978-3-030-81222-5_12","Fatma BayrakFurkan AydınHalil Yurdugül","2021","http://link.springer.com/chapter/10.1007/978-3-030-81222-5_12","Chapter"
"Design Principles in the Development of Dashboards for Business Management","Perspectives on Design II","","","","10.1007/978-3-030-79879-6_26","Nuno MartinsSusana MartinsDaniel Brandão","2022","http://link.springer.com/chapter/10.1007/978-3-030-79879-6_26","Chapter"
"Learning and Gamification Dashboards: A Mixed-Method Study with Teachers","Intelligent Tutoring Systems","","","","10.1007/978-3-030-80421-3_45","Kamilla TenórioBruno LemosPedro NascimentoRodrigo SantosAlexandre MachadoDiego DermevalRanilson PaivaSeiji Isotani","2021","http://link.springer.com/chapter/10.1007/978-3-030-80421-3_45","Chapter"
"A Dashboard for the Unexpected: Open Data for Real-Time Disaster Response","Open Cities | Open Data","","","","10.1007/978-981-13-6605-5_12","Ian TilleyChristopher Pettit","2020","http://link.springer.com/chapter/10.1007/978-981-13-6605-5_12","Chapter"
"Visual Analysis of Ontology Matching Results with the MELT Dashboard","The Semantic Web: ESWC 2020 Satellite Events","","","","10.1007/978-3-030-62327-2_32","Jan PortischSven HertlingHeiko Paulheim","2020","http://link.springer.com/chapter/10.1007/978-3-030-62327-2_32","Chapter"
"Developing a Hospital Quality Metrics System and Dashboard","Quality Measures","","","","10.1007/978-3-030-37145-6_8","Alexander PavollCatherine Feleppa CamengaSaul N. Weingart","2020","http://link.springer.com/chapter/10.1007/978-3-030-37145-6_8","Chapter"
"Interactive Displays, Use of Interactive Charts and Dashboards in Education","Encyclopedia of Education and Information Technologies","","","","10.1007/978-3-030-10576-1_228","Djordje M. Kadijevich","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-030-10576-1_228","ReferenceWorkEntry"
"Interactive Displays, Use of Interactive Charts and Dashboards in Education","Encyclopedia of Education and Information Technologies","","","","10.1007/978-3-319-60013-0_228-1","Djordje M. Kadijevich","2019","http://link.springer.com/referenceworkentry/10.1007/978-3-319-60013-0_228-1","ReferenceWorkEntry"
"Drill-Down Dashboard for Chairing of Online Master Programs in Engineering","Technology and Innovation in Learning, Teaching and Education","","","","10.1007/978-3-030-73988-1_15","Anabela Costa e SilvaLeonel MorgadoAntónio Coelho","2021","http://link.springer.com/chapter/10.1007/978-3-030-73988-1_15","Chapter"
"Bridging the Gap: Creating a Clinician-Facing Dashboard for PTSD","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29381-9_14","Elaine SchertzHue WatsonAshok KrishnaAndrew SherrillHayley EvansRosa I. Arriaga","2019","http://link.springer.com/chapter/10.1007/978-3-030-29381-9_14","Chapter"
"Shiny Dashboard Sampler","Advanced R 4 Data Programming and the Cloud","","","","10.1007/978-1-4842-5973-3_14","Matt WileyJoshua F. Wiley","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5973-3_14","Chapter"
"How far are the metropolitan areas in Brazil from achieving the sustainable development goals? An analysis based on SDG dashboards","SN Social Sciences","","1","5","10.1007/s43545-021-00131-8","Fernanda Silva MartinelliAndré Lindner","2021","http://link.springer.com/article/10.1007/s43545-021-00131-8","Article"
"A Web-based Dose-volume Histogram Dashboard for Library-based Individualized Dose-constraints and Clinical Plan Evaluation","Journal of Medical Systems","","45","6","10.1007/s10916-021-01740-9","Indranil MallickSaheli SahaMoses A Arunsingh","2021","http://link.springer.com/article/10.1007/s10916-021-01740-9","Article"
"Web-Based Executive Dashboard Reports for Public Works Clients in Construction Industry","New Knowledge in Information Systems and Technologies","","","","10.1007/978-3-030-16184-2_28","Alvansazyazdi MohammadfaridNelson Esteban Salgado ReyesAmir Hossein BorgheiAlejandro Miguel Camino SolórzanoMaria Susana Guzmán RodríguezMario Augusto Rivera Valenzuela","2019","http://link.springer.com/chapter/10.1007/978-3-030-16184-2_28","Chapter"
"Affective Teacher Tools: Affective Class Report Card and Dashboard","Artificial Intelligence in Education","","","","10.1007/978-3-030-78292-4_15","Ankit GuptaNeeraj MenonWilliam LeeWilliam RebelskyDanielle AllesioTom MurrayBeverly WoolfJacob WhitehillIvon Arroyo","2021","http://link.springer.com/chapter/10.1007/978-3-030-78292-4_15","Chapter"
"Distraction-Free Car Dashboard Control Through Gesture Recognition","Applications of Computing, Automation and Wireless Systems in Electrical Engineering","","","","10.1007/978-981-13-6772-4_79","Aneesh D. JoshiChinmayee D. JoshiAbhishek M. KarambelkarS. B. Somani","2019","http://link.springer.com/chapter/10.1007/978-981-13-6772-4_79","Chapter"
"Managing Human (Social) Capital in Medium to Large Companies Using Organizational Network Analysis: Monoplex Network Approach with the Application of Highly Interactive Visual Dashboards","International Conference on Innovative Computing and Communications","","","","10.1007/978-981-15-5148-2_81","Srečko ZajecLeo MrsicRobert Kopal","2021","http://link.springer.com/chapter/10.1007/978-981-15-5148-2_81","Chapter"
"Publishing Reports and Creating Dashboards in the Power BI Portal","Beginning Microsoft Power BI","","","","10.1007/978-1-4842-5620-6_9","Dan Clark","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5620-6_9","Chapter"
"Use of an electronic medical record dashboard to identify gaps in osteoporosis care","Archives of Osteoporosis","","16","1","10.1007/s11657-021-00919-4","A. PapaioannouE. McCloskeyA. BellD. NguiU. MehanM. TanL. GoldinA. Langer","2021","http://link.springer.com/article/10.1007/s11657-021-00919-4","Article"
"Clinician dashboard views and improvement in preventative health outcome measures: a retrospective analysis","BMC Health Services Research","","19","1","10.1186/s12913-019-4327-3","Patrick A. TwohigJaclyn R. RivingtonDouglas GunzlerJoseph DapranoDavid Margolius","2019","http://link.springer.com/article/10.1186/s12913-019-4327-3","Article"
"Learning Analytics Dashboard for Motivation and Performance","Intelligent Tutoring Systems","","","","10.1007/978-3-030-49663-0_51","Damien S. FleurWouter van den BosBert Bredeweg","2020","http://link.springer.com/chapter/10.1007/978-3-030-49663-0_51","Chapter"
"Process based quality improvement using a continuous renal replacement therapy dashboard","BMC Nephrology","","20","1","10.1186/s12882-018-1195-8","Theresa A. MottesStuart L. GoldsteinRajit K. Basu","2019","http://link.springer.com/article/10.1186/s12882-018-1195-8","Article"
"Adaptive network diagram constructions for representing big data event streams on monitoring dashboards","Journal of Big Data","","6","1","10.1186/s40537-019-0187-2","Alexander V. MantzarisThomas G. WalkerCameron E. TaylorDustin Ehling","2019","http://link.springer.com/article/10.1186/s40537-019-0187-2","Article"
"Supporting classroom orchestration with real-time feedback: A role for teacher dashboards and real-time agents","International Journal of Computer-Supported Collaborative Learning","","14","3","10.1007/s11412-019-09306-1","Mike TissenbaumJim Slotta","2019","http://link.springer.com/article/10.1007/s11412-019-09306-1","Article"
"Mapping Climate Vulnerability with Open Data: A Dashboard for Place-Based Action","Open Cities | Open Data","","","","10.1007/978-981-13-6605-5_7","Scott HawkenKomali YennetiCarole Bodilis","2020","http://link.springer.com/chapter/10.1007/978-981-13-6605-5_7","Chapter"
"Dashboard","An Environmental Life Cycle Approach to Design","","","","10.1007/978-3-030-63802-3_8","John Cays","2021","http://link.springer.com/chapter/10.1007/978-3-030-63802-3_8","Chapter"
"Remote Design of a Pediatric Intensive Care Unit Dashboard in Time of Pandemics","Proceedings of the 21st Congress of the International Ergonomics Association (IEA 2021)","","","","10.1007/978-3-030-74611-7_45","Maxence Hébert-LavoieKarine UngLise BoudreaultCélia MahmoudiQuynh VuPhilippe JouvetPhilippe Doyon-Poulin","2021","http://link.springer.com/chapter/10.1007/978-3-030-74611-7_45","Chapter"
"Designing a Real-Time Integrated First Responder Health and Environmental Monitoring Dashboard","Designing for Digital Transformation. Co-Creating Services with Citizens and Industry","","","","10.1007/978-3-030-64823-7_3","Ann FruhlingMargeret HallSharon MedcalfAaron Yoder","2020","http://link.springer.com/chapter/10.1007/978-3-030-64823-7_3","Chapter"
"Powerful Student-Facing Dashboard Design Through Effective Feedback, Visualization, and Gamification","Visualizations and Dashboards for Learning Analytics","","","","10.1007/978-3-030-81222-5_7","Fatma BayrakPınar Nuhoğlu KibarSelay Arkün Kocadere","2021","http://link.springer.com/chapter/10.1007/978-3-030-81222-5_7","Chapter"
"Microservice-Based Architecture for the Integration of Data Backends and Dashboard Applications in the Energy and Environment Domains","Advances and New Trends in Environmental Informatics","","","","10.1007/978-3-030-88063-7_3","Jannik SidlerEric BraunChristian SchmittThorsten SchlachterVeit Hagenmeyer","2022","http://link.springer.com/chapter/10.1007/978-3-030-88063-7_3","Chapter"
"Human-Centered Design of a Dashboard on Students’ Revisions During Writing","Addressing Global Challenges and Quality Education","","","","10.1007/978-3-030-57717-9_3","Rianne ConijnLuuk Van WaesMenno van Zaanen","2020","http://link.springer.com/chapter/10.1007/978-3-030-57717-9_3","Chapter"
"Using dashboards and data visualizations in teaching accounting","Education and Information Technologies","","26","5","10.1007/s10639-021-10525-z","Maria Prokofieva","2021","http://link.springer.com/article/10.1007/s10639-021-10525-z","Article"
"Explainable Needn’t Be (Much) Less Accurate: Evaluating an Explainable AI Dashboard for Energy Forecasting","Artificial Intelligence Applications and Innovations. AIAI 2021 IFIP WG 12.5 International Workshops","","","","10.1007/978-3-030-79157-5_28","Ana GrimaldoJasminko Novak","2021","http://link.springer.com/chapter/10.1007/978-3-030-79157-5_28","Chapter"
"Designing the Learning Analytics Cockpit - A Dashboard that Enables Interventions","Methodologies and Intelligent Systems for Technology Enhanced Learning, 11th International Conference","","","","10.1007/978-3-030-86618-1_10","Onur KarademirAtezaz AhmadJan SchneiderDaniele Di MitriIoana JivetHendrik Drachsler","2022","http://link.springer.com/chapter/10.1007/978-3-030-86618-1_10","Chapter"
"Student Engagement Awareness Dashboard for Asynchronous E-learning Environment","ICT Systems and Sustainability","","","","10.1007/978-981-16-5987-4_74","Abdalganiy KebedeSamit Bhattacharya","2022","http://link.springer.com/chapter/10.1007/978-981-16-5987-4_74","Chapter"
"Proposal of a Bootcamp’s User Activity Dashboard Based on MAS","Agents and Multi-Agent Systems: Technologies and Applications 2018","","","","10.1007/978-3-319-92031-3_22","Lenin G. Lemus-ZúñigaValeria Alexandra Haro ValleJosé-V. Benlloch-DualdeEdgar Lorenzo-SáezMiguel A. Mateo PlaJorge Maldonado-Mahauad","2019","http://link.springer.com/chapter/10.1007/978-3-319-92031-3_22","Chapter"
"Remote Usability Testing of a Pediatric Trauma Dashboard","Proceedings of the 21st Congress of the International Ergonomics Association (IEA 2021)","","","","10.1007/978-3-030-74611-7_37","Sarah M. CoppolaAyse P. Gurses","2021","http://link.springer.com/chapter/10.1007/978-3-030-74611-7_37","Chapter"
"Design and Implementation of Business Intelligence Dashboard for Project Control at the Port Harbor-Company","Intelligent Information and Database Systems","","","","10.1007/978-981-15-3380-8_9","Ford Lumban GaolArsyan SyahirTokuro Matsuo","2020","http://link.springer.com/chapter/10.1007/978-981-15-3380-8_9","Chapter"
"Towards fine-grained reading dashboards for online course revision","Educational Technology Research and Development","","68","6","10.1007/s11423-020-09814-0","Madjid SadallahBenoît EncelleAzze-Eddine MaredjYannick Prié","2020","http://link.springer.com/article/10.1007/s11423-020-09814-0","Article"
"Visualizing Studying Activities for a Learning Dashboard Supporting Meta-cognition for Students","Distributed, Ambient and Pervasive Interactions","","","","10.1007/978-3-030-50344-4_41","Min LuLi ChenYoshiko GodaAtsushi ShimadaMasanori Yamada","2020","http://link.springer.com/chapter/10.1007/978-3-030-50344-4_41","Chapter"
"Development and Evaluation of a Student-Facing Gamified Learning Analytics Dashboard","Visualizations and Dashboards for Learning Analytics","","","","10.1007/978-3-030-81222-5_13","Gökhan AkçapınarMohammad Nehal Hasnine","2021","http://link.springer.com/chapter/10.1007/978-3-030-81222-5_13","Chapter"
"Performance Dashboards for Project Management","Advances in Data Science, Cyber Security and IT Applications","","","","10.1007/978-3-030-36368-0_19","Samiha BrahimiAseel AljulaudAnwar AlsaiahNorah AlGuraibiMariam AlrubeiHaneen Aljamaan","2019","http://link.springer.com/chapter/10.1007/978-3-030-36368-0_19","Chapter"
"Developing a More Responsive Radiology Resident Dashboard","Journal of Digital Imaging","","32","1","10.1007/s10278-018-0123-6","Hongyu ChenVineeth GangaramGeorge Shih","2019","http://link.springer.com/article/10.1007/s10278-018-0123-6","Article"
"An updated dashboard of complete search FSM implementations in centralized graph transaction databases","Journal of Intelligent Information Systems","","55","1","10.1007/s10844-019-00579-4","Rihab AyedMohand-Saïd HacidRafiqul HaqueAbderrazak Jemai","2020","http://link.springer.com/article/10.1007/s10844-019-00579-4","Article"
"The OpenAIRE Research Community Dashboard: On Blending Scientific Workflows and Scientific Publishing","Digital Libraries for Open Knowledge","","","","10.1007/978-3-030-30760-8_5","Miriam BaglioniAlessia BardiArgiro KokogiannakiPaolo ManghiKaterina IatropoulouPedro PrincipeAndré VieiraLars Holm NielsenHarry DimitropoulosIoannis FoufoulasNatalia ManolaClaudio AtzoriSandro La BruzzoEmma LazzeriMichele ArtiniMichele De Bonis","2019","http://link.springer.com/chapter/10.1007/978-3-030-30760-8_5","Chapter"
"LOBD: Linked Data Dashboard for Marine Biodiversity","Cloud Computing, Big Data & Emerging Topics","","","","10.1007/978-3-030-84825-5_11","Marcos ZárateCarlos Buckle","2021","http://link.springer.com/chapter/10.1007/978-3-030-84825-5_11","Chapter"
"The Live Dashboard","Project Reliability Engineering","","","","10.1007/978-1-4842-5019-8_3","Eyal Shahar","2019","http://link.springer.com/chapter/10.1007/978-1-4842-5019-8_3","Chapter"
"Interactive and Explainable Advising Dashboard Opens the Black Box of Student Success Prediction","Technology-Enhanced Learning for a Free, Safe, and Sustainable World","","","","10.1007/978-3-030-86436-1_5","Hanne ScheersTinne De Laet","2021","http://link.springer.com/chapter/10.1007/978-3-030-86436-1_5","Chapter"
"OpenLAIR an Open Learning Analytics Indicator Repository Dashboard","Addressing Global Challenges and Quality Education","","","","10.1007/978-3-030-57717-9_46","Atezaz AhmadJan SchneiderHendrik Drachsler","2020","http://link.springer.com/chapter/10.1007/978-3-030-57717-9_46","Chapter"
"Optimization of infliximab therapy in inflammatory bowel disease using a dashboard approach—an Indian experience","European Journal of Clinical Pharmacology","","77","1","10.1007/s00228-020-02975-0","Mihika B. DaveAlpa J. DheraiDevendra C. DesaiDiane R. MouldTester F. Ashavaid","2021","http://link.springer.com/article/10.1007/s00228-020-02975-0","Article"
"Making an Internal Dashboard for the Company","Practical Django 2 and Channels 2","","","","10.1007/978-1-4842-4099-1_7","Federico Marani","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4099-1_7","Chapter"
"Redesign and Assessment of Two Passenger Car Dashboard Warning Icons in India","Advanced Manufacturing Systems and Innovative Product Design","","","","10.1007/978-981-15-9853-1_25","Sourav BhattacharyaDhananjay Singh Bisht","2021","http://link.springer.com/chapter/10.1007/978-981-15-9853-1_25","Chapter"
"A Cloud-Based Dashboard for Time Series Analysis on Hot Topics from Social Media","Advances in Natural Computation, Fuzzy Systems and Knowledge Discovery","","","","10.1007/978-3-030-32591-6_36","Yunkai LiuWeifeng Xu","2020","http://link.springer.com/chapter/10.1007/978-3-030-32591-6_36","Chapter"
"Learning Analytics Data Flow and Visualizing for Ubiquitous Learning Logs in LMS and Learning Analytics Dashboard","Distributed, Ambient and Pervasive Interactions","","","","10.1007/978-3-030-50344-4_39","Songran LiuKousuke MouriHiroaki Ogata","2020","http://link.springer.com/chapter/10.1007/978-3-030-50344-4_39","Chapter"
"Design Space for S3D Dashboards","S3D Dashboard","","","","10.1007/978-3-658-35147-2_5","Florian Weidner","2021","http://link.springer.com/chapter/10.1007/978-3-658-35147-2_5","Chapter"
"Web-Based Dashboard for the Interactive Visualization and Analysis of National Risk-Standardized Mortality Rates of Sepsis in the US","Journal of Medical Systems","","44","2","10.1007/s10916-019-1509-9","Meng-Tse LeeFong-Ci LinSzu-Ta ChenWan-Ting HsuSamuel LinTzer-Shyong ChenFeipei LaiChien-Chang Lee","2020","http://link.springer.com/article/10.1007/s10916-019-1509-9","Article"
"To Boldly Show What No One Has Seen Before: A Dashboard for Visualizing Multi-objective Landscapes","Evolutionary Multi-Criterion Optimization","","","","10.1007/978-3-030-72062-9_50","Lennart SchäpermeierChristian GrimmePascal Kerschke","2021","http://link.springer.com/chapter/10.1007/978-3-030-72062-9_50","Chapter"
"Balanced Scorecard Quality Information Dashboards Model for Competitive Business Advantage","Advances in Intelligent Informatics, Smart Technology and Natural Language Processing","","","","10.1007/978-3-319-94703-7_15","Wiwit SuksangaramKritchana WongratSopaporn Klamsakul","2019","http://link.springer.com/chapter/10.1007/978-3-319-94703-7_15","Chapter"
"Updating the Dashboard Sidebar Navigation","Practical Enterprise React","","","","10.1007/978-1-4842-6975-6_14","Devlin Basilan DuldulaoRuby Jane Leyva Cabagnot","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6975-6_14","Chapter"
"Dashboards","Tableau for Business Users","","","","10.1007/978-1-4842-7786-7_8","Shankar Arul","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7786-7_8","Chapter"
"Shiny R Dashboards","Learn RStudio IDE","","","","10.1007/978-1-4842-4511-8_9","Matthew Campbell","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4511-8_9","Chapter"
"Neural Association with Multi Access Forensic Dashboard as Service (NAMAFDS)","New Trends in Computational Vision and Bio-inspired Computing","","","","10.1007/978-3-030-41862-5_107","T. Manikanta VitalV. LavanyaP. Savaridassan","2020","http://link.springer.com/chapter/10.1007/978-3-030-41862-5_107","Chapter"
"Dashboardconsulting im Gesundheitswesen – Digitalisierungsoptionen und Anwendungsfelder","Consulting im Gesundheitswesen","","","","10.1007/978-3-658-25479-7_1","Thorsten KnapePeter HufnaglChristoph Rasche","2020","http://link.springer.com/chapter/10.1007/978-3-658-25479-7_1","Chapter"
"Integrating a Learning Analytics Dashboard in an Online Educational Game","Data Analytics Approaches in Educational Games and Gamification Systems","","","","10.1007/978-981-32-9335-9_7","J. X. SeatonMaiga ChangSabine Graf","2019","http://link.springer.com/chapter/10.1007/978-981-32-9335-9_7","Chapter"
"Waste Management System: Approach with IoT, Prediction, and Dashboard","Evolution in Computational Intelligence","","","","10.1007/978-981-15-5788-0_37","Viswanadhapalli BhanujaRamai VarangaonkarYashveer GirdharKumar Kannan","2021","http://link.springer.com/chapter/10.1007/978-981-15-5788-0_37","Chapter"
"Git4School: A Dashboard for Supporting Teacher Interventions in Software Engineering Courses","Addressing Global Challenges and Quality Education","","","","10.1007/978-3-030-57717-9_33","Jean-Baptiste RacletFranck Silvestre","2020","http://link.springer.com/chapter/10.1007/978-3-030-57717-9_33","Chapter"
"From Data Dashboards to Human Hearts","The Palgrave Handbook of Global Perspectives on Emotional Labor in Public Service","","","","10.1007/978-3-030-24823-9_22","Sharon H. MastracciMary E. Guy","2019","http://link.springer.com/chapter/10.1007/978-3-030-24823-9_22","Chapter"
"Von Dashboards zu Dashboarding","Controlling & Management Review","","65","4","10.1007/s12176-021-0388-3","Marc FeldmannRobert Weller","2021","http://link.springer.com/article/10.1007/s12176-021-0388-3","Article"
"Analytical Dashboards of Civil Protection Occurrences in Portugal","Advanced Research in Technologies, Information, Innovation and Sustainability","","","","10.1007/978-3-030-90241-4_26","Francisco BarrosFilipe Portela","2021","http://link.springer.com/chapter/10.1007/978-3-030-90241-4_26","Chapter"
"Performance Dashboards als Steuerungsinstrument","Controlling & Management Review","","65","4","10.1007/s12176-021-0384-7","Robert ZurawskiAxel Neumann-GiesenAndreas Rauh","2021","http://link.springer.com/article/10.1007/s12176-021-0384-7","Article"
"A dashboard for monitoring preventive measures in response to COVID-19 outbreak in the Democratic Republic of Congo","Tropical Medicine and Health","","48","1","10.1186/s41182-020-00262-3","Patient Mijiriro WimbaJacques-Aimé BazebosoPhilippe Bianga KatchungaLéon TshiloloBenjamin Longo-MbenzaMuriel RabilloudPhilippe VanhemsJean IwazJean-François ÉtardRené Écochard","2020","http://link.springer.com/article/10.1186/s41182-020-00262-3","Article"
"Importance of dashboard camera (Dash Cam) analysis in fatal vehicle–pedestrian crash reconstruction","Forensic Science, Medicine and Pathology","","17","3","10.1007/s12024-021-00382-0","Elena GiovanniniArianna GiorgettiGuido PellettiAlessio GiustiMarco GaragnaniJennifer Paola PascaliSusi PelottiPaolo Fais","2021","http://link.springer.com/article/10.1007/s12024-021-00382-0","Article"
"Dashboard Styling","Pro Power BI Theme Creation","","","","10.1007/978-1-4842-7068-4_12","Adam Aspin","2021","http://link.springer.com/chapter/10.1007/978-1-4842-7068-4_12","Chapter"
"An Intelligent Tutoring System and Teacher Dashboard to Support Mathematizing During Science Inquiry","Artificial Intelligence in Education","","","","10.1007/978-3-030-23207-8_61","Rachel Dickler","2019","http://link.springer.com/chapter/10.1007/978-3-030-23207-8_61","Chapter"
