"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Analytics-Driven Dashboards Enable Leading Indicators for Requirements and Designs of Large-Scale Systems","R. W. Selby","Northrop Grumman Space Technology","IEEE Software","","2009","26","1","41","49","Mining software repositories using analytics-driven dashboards provides a unifying mechanism for understanding, evaluating, and predicting the development, management, and economics of large-scale systems and processes. Dashboards enable measurement and interactive graphical displays of complex information and support flexible analytic capabilities for user customizability and extensibility. Dashboards commonly include system requirements and design metrics because they provide leading indicators for project size, growth, and volatility. This article focuses on dashboards that have been used on actual large-scale software projects as well as example empirical relationships revealed by the dashboards. The empirical results focus on leading indicators for requirements and designs of large-scale software systems based on insights from two sets of software projects containing 14 systems and 23 systems.","0740-7459;1937-4194","","10.1109/MS.2009.4","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4721182","leading indicators;requirements;designs;defects;empirical analysis;metrics","Large-scale systems;Project management;Risk management;Displays;Technology management;Software development management;Large scale integration;Economic forecasting;Software performance;Information analysis","data mining;software engineering","analytics-driven dashboards;large-scale systems;software repositories mining;interactive graphical displays","","4","","16","","","","","","IEEE","IEEE Journals & Magazines"
"Towards Textual Reporting in Learning Analytics Dashboards","A. Ramos-Soto; M. Lama; B. Vazquez-Barreiros; A. Bugarin; M. Mucientes; S. Barro","Res. Center on Inf. Technol. (CiTIUS), Univ. of Santiago de Compostela, Santiago de Compostela, Spain; Res. Center on Inf. Technol. (CiTIUS), Univ. of Santiago de Compostela, Santiago de Compostela, Spain; Res. Center on Inf. Technol. (CiTIUS), Univ. of Santiago de Compostela, Santiago de Compostela, Spain; Res. Center on Inf. Technol. (CiTIUS), Univ. of Santiago de Compostela, Santiago de Compostela, Spain; Res. Center on Inf. Technol. (CiTIUS), Univ. of Santiago de Compostela, Santiago de Compostela, Spain; Res. Center on Inf. Technol. (CiTIUS), Univ. of Santiago de Compostela, Santiago de Compostela, Spain","2015 IEEE 15th International Conference on Advanced Learning Technologies","","2015","","","260","264","In this paper we present the Soft Learn Activity Reporter (SLAR) service which automatically generates textual short-term reports about learners' behavior in virtual learning environments. Through this approach, we show how textual reporting is a coherent way of providing information that can complement (and even enhance) visual statistics and help teachers to understand in a comprehensible manner the behavior of their students during the course. This solution extracts relevant information from the students' activity and encodes it into intermediate descriptions using linguistic variables and temporal references, which are subsequently translated into texts in natural language. The examples of application on real data from an undergraduate course supported by the Soft Learn platform show that automatic textual reporting is a valuable complementary tool for explaining teachers and learners the information comprised in a Learning Analytics Dashboard.","2161-3761;2161-377X","978-1-4673-7334-0978-1-4673-7333","10.1109/ICALT.2015.96","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7265321","Linguistic Descriptions of Data;Learning Analytics Dashboard;Natural Language Generation","Pragmatics;Natural languages;Student activities;Portfolios;Blogs;Data mining;Context","computer aided instruction;educational courses;further education;human factors;natural language processing;text analysis;virtual reality","textual reporting;learning analytics dashboard;soft learn activity reporter;SLAR service;student behavior;virtual learning environment;natural language;undergraduate course","","3","","14","","","","","","IEEE","IEEE Conferences"
"Lightweight Risk Mitigation for Software Development Projects Using Repository Mining","S. P. Masticola","Siemens Corporate Research, USA","Fourth International Workshop on Mining Software Repositories (MSR'07:ICSE Workshops 2007)","","2007","","","13","13","Many software projects fail to deliver their needed results on-time and on-budget. There are a variety of reasons why this may occur. For some of these reasons (notably deterioration of the codebase), corrective action is often difficult to cost-justify or to implement efficiently in practice. To address this, an approach of lightweight risk mitigation is proposed: mine risk data from configuration management and defect tracking systems, integrate this data with project-cost data in a flexible dashboard, and facilitate strategic refactoring with semi-custom transforms where necessary. This prescriptive information would simultaneously help the project manager to cost-justify repair efforts and lowers the cost of finding and fixing hot spots.","2160-1852;2160-1860","0-7695-2950","10.1109/MSR.2007.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4228650","","Programming;Costs;Project management;Educational institutions;Data mining;Risk management;Real time systems;Protection;Software maintenance;Large-scale systems","configuration management;data mining;project management;risk analysis;software engineering;software management","lightweight risk mitigation;software development projects;repository mining;risk data mining;configuration management;defect tracking system;flexible dashboard;semi-custom transform","","","","10","","","","","","IEEE","IEEE Conferences"
"Big data analytics in agriculture and distribution channel","M. Kumar; M. Nagar","MCA department SPTI College Andheri(W), Mumbai; MCA Department SPIT College Andheri(W), Mumbai","2017 International Conference on Computing Methodologies and Communication (ICCMC)","","2017","","","384","387","In agriculture depends on multiple aspects most important is weather, if weather is positive for farmer in spite of farmer not get that much profit. When weather is and rain come late or less farming decrees directly I ratio but when farmer produce more crops then our market and storage is not prepare for holding that due to this farmer force to sell his production in minimum rate and face loss in farming. In this paper I discuses about problem in distribution channel and storage of food product, and precession farming decision making. That gives real time analyzer report about weather, soil, and current status of market and storage capacity and real time demand of market. I use big data analysis with hadoop framework that is widely used for big data analysis this is very fast and reliable. And for reporting and decision making I use pentaho BI that allow to generate interactive report and highly customize dashboard that help front end to easy understand and make decision.","","978-1-5090-4890-8978-1-5090-4891","10.1109/ICCMC.2017.8282714","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8282714","","Agriculture;Big Data;Production;Soil;Rain;Decision making","agriculture;Big Data;crops;data analysis;parallel processing;public domain software","farming decision making;Hadoop;big data analysis;storage capacity;time analyzer report;food product;farming decrees;farmer;weather;distribution channel;agriculture;big data analytics","","","","15","","","","","","IEEE","IEEE Conferences"
"Power plant efficiency reporting and online auditing system for carbon pollution","N. Plant; E. Cabrero; T. K. Saha","School of Information Technology &amp; Electrical Engineering, University of Queensland, Australia; Synengco; School of Information Technology &amp; Electrical Engineering, University of Queensland, Australia","2012 IEEE Power and Energy Society General Meeting","","2012","","","1","6","Greenhouse Gas Dashboard is a web tool that integrates several carbon pollution-monitoring requirements. Performance Engineering is a process of aiming to improve operation efficiency above pure income from generation. Greenhouse Gas Dashboard allows performance engineers; managers and employees to easily enter, monitor and report power plant emissions. Coal fired and Gas fired power stations are supported by Dashboard in conjunction with SentientSystem resource servers. Researching Australian and International standards on carbon reduction and energy efficiency, common components were extracted that are used in the dashboard. Uncertainty analysis is conducted on the multiple pillar calculation method to lower and verify error margins. Once implemented in an excel spreadsheet with test data, the final prototype has been developed into a web server and hence accessed as a web tool. This prototype will then be integrated into the SentientSystem<sup>TM</sup> owned by Synergetic Engineering.","1932-5517;1944-9925","978-1-4673-2729-9978-1-4673-2727-5978-1-4673-2728","10.1109/PESGM.2012.6344776","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6344776","Greenhouse gases;CO<inf>2</inf> equivalent;dashboard","Carbon dioxide;Global warming;Coal;Manuals;Power generation;Mathematical model","air pollution control;auditing;energy conservation;power engineering computing;steam power stations","power plant efficiency;online auditing system;greenhouse gas dashboard;Web tool;carbon pollution-monitoring requirements;performance engineering;operation efficiency improvement;power plant emissions;coal fired power stations;gas fired power stations;SentientSystem resource servers;carbon reduction;Australian standards;international standards;energy efficiency;uncertainty analysis;multiple pillar calculation method;error margins;excel spreadsheet;test data;Web server;synergetic engineering","","","","9","","","","","","IEEE","IEEE Conferences"
"Analyzing air pollution on the urban environment","E. Baralis; T. Cerquitelli; S. Chiusano; P. Garza; M. R. Kavoosifar","Department of Control and Computer Engineering, Politecnico di Torino, Torino, Italy; Department of Control and Computer Engineering, Politecnico di Torino, Torino, Italy; Department of Control and Computer Engineering, Politecnico di Torino, Torino, Italy; Department of Control and Computer Engineering, Politecnico di Torino, Torino, Italy; Department of Control and Computer Engineering, Politecnico di Torino, Torino, Italy","2016 39th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","","2016","","","1464","1469","Air pollution is one of the most important factor that can affect the quality of citizen life in the urban environment. Consequently, monitoring air pollution is currently a critical issue that needs to be addressed for enhancing the well being of citizens. This paper proposes a data analysis engine, based on business intelligence methodologies and open technologies, to support different targeted analysis on air pollution data. To analyse the problem from different facets, air pollution measurements are enriched with additional information such as meteorological and traffic data, which are collected through sensor networks available in the smart city context. This integrated dataset is periodically analyzed to generate informative dashboards based on a selection of Key Performance Indicators (KPIs). The informative dashboards can provide useful insights about pollutant concentration at different time granularity levels in the urban areas and support a joint evaluation of pollutant concentrations with climate conditions and traffic flow. As a reference use case, open data on air pollution in the urban area of a major Italian city is analyzed to demonstrate the effectiveness of the proposed approach in a real smart city context.","","978-953-233-086-1978-953-233-088-5978-1-5090-2543","10.1109/MIPRO.2016.7522370","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7522370","","Urban areas;Meteorology;Monitoring;Pollution measurement;Air pollution;Temperature measurement","air pollution;data analysis;environmental monitoring (geophysics);environmental science computing;smart cities","air pollution monitoring;urban environment;citizen life quality;data analysis engine;business intelligence methodologies;air pollution measurements;meteorological data;traffic data;sensor networks;smart city;informative dashboards;key performance indicators;KPI;pollutant concentration;time granularity levels;urban areas;climate conditions;traffic flow;Italian city","","3","","9","","","","","","IEEE","IEEE Conferences"
"Model-Driven Dashboards for Business Performance Reporting","P. Chowdhary; T. Palpanas; F. Pinel; S. Chen; F. Y. Wu","IBM T.J. Watson Research Center, USA; IBM T.J. Watson Research Center, USA; IBM T.J. Watson Research Center, USA; IBM T.J. Watson Research Center, USA; IBM T.J. Watson Research Center, USA","2006 10th IEEE International Enterprise Distributed Object Computing Conference (EDOC'06)","","2006","","","374","386","Business performance modeling and model-driven business transformation are two research directions that are attracting much attention lately. In this study, we propose an approach for dashboard development that is model-driven and can be integrated with the business performance models. We adopt the business performance modeling framework, and we extend it in order to capture the reporting aspect of the business operation. We describe models that can effectively represent all the elements necessary for the business performance reporting process, and the interactions among them. We also demonstrate how all these models can be combined and automatically generate the final solution. Finally, we discuss our experience from the application of our technique in a real-world scenario. This case study shows that our technique can be efficiently applied to and handle changes in the underlying business models, delivering significant benefits in terms of both development time and flexibility","1541-7719","0-7695-2558","10.1109/EDOC.2006.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4031224","","Monitoring;User interfaces;Navigation;Performance analysis;Investments;Databases;Information technology;Productivity;Computer displays;Computer interfaces","business data processing;corporate modelling","model-driven dashboards;business performance reporting;business performance modeling;model-driven business transformation","","6","","28","","","","","","IEEE","IEEE Conferences"
"Workflows in a Dashboard: A New Generation of Usability","S. Gesing; M. Atkinson; R. Filgueira; I. Taylor; A. Jones; V. Stankovski; C. S. Liew; A. Spinuso; G. Terstyanszky; P. Kacsuk","NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","2014 9th Workshop on Workflows in Support of Large-Scale Science","","2014","","","82","93","In the last 20 years quite a few mature workflow engines and workflow editors have been developed to support communities in managing workflows. While there is a trend followed by the providers of workflow engines to ease the creation of workflows tailored to their specific workflow system, the management tools still often necessitate much understanding of the workflow concepts and languages. This paper describes the approach targeting various workflow systems and building a single user interface for editing and monitoring workflows under consideration of aspects such as optimization and provenance of data. The design allots agile Web frameworks and novel technologies to build a workflow dashboard offered in a web browser and connecting seamlessly to available workflow systems and external resources like Cloud infrastructures. The user interface eliminates the need to become acquainted with diverse layouts. Thus, the usability is immensely increased for various aspects of managing workflows.","","978-1-4799-7067","10.1109/WORKS.2014.6","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7019865","","Engines;Communities;User interfaces;Usability;Monitoring;Portals;Interoperability","cloud computing;human computer interaction;online front-ends","usability generation;workflow engines;workflow editors;user interface;agile Web frameworks;workflow dashboard;Web browser;workflow system;cloud infrastructures","","5","","56","","","","","","IEEE","IEEE Conferences"
"Trouble Dashboard: A Distributed Failure Monitoring System for High-End Computing","T. Do; T. Nguyen; D. T. Nguyen; H. C. Nguyen; W. Shi","NA; NA; NA; NA; NA","2009 IEEE-RIVF International Conference on Computing and Communication Technologies","","2009","","","1","7","Failure management is crucial for high performance computing systems, especially when the complexity of applications and underlying infrastructure has grown sharply in recent years. In this paper, we present the design, implementation and experiment of trouble dashboard (TD), an adaptive, flexible, and low overhead failure monitoring system. Our goal is to provide a lightweight, scalable failure-monitoring tool for both application scientists and system managers. In TD, a set of APIs is provided for application scientists to control the behavior of their applications with flexibility when failures happen. System managers can use the tool to monitor the status of not only computing nodes and running tasks but also failures when they occur. Experiments show that TD incurs low overhead, and remains accurate and flexible enough to adapt to various applications.","","978-1-4244-4566-0978-1-4244-4568","10.1109/RIVF.2009.5174661","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5174661","","Condition monitoring;Distributed computing;High performance computing;Application software;Computerized monitoring;Real time systems;Management information systems;Computer science;Technology management;Hardware","application program interfaces;computational complexity;performance evaluation;system monitoring;system recovery","high-end computing;trouble dashboard;distributed failure monitoring system;failure management;high performance computing systems;scalable failure-monitoring tool;APIs;application program interfaces","","","","22","","","","","","IEEE","IEEE Conferences"
"RecoMob: Opinion mining for product enhancement","R. Iyer; R. Mandrekar; A. Aggarwal; P. Chaphekar; G. Bhatia","Department of Computer Engineering, VES Institute of Technology, Mumbai, India; Department of Computer Engineering, VES Institute of Technology, Mumbai, India; Department of Computer Engineering, VES Institute of Technology, Mumbai, India; Department of Computer Engineering, VES Institute of Technology, Mumbai, India; Department of Computer Engineering, VES Institute of Technology, Mumbai, India","2017 International Conference on Computer Communication and Informatics (ICCCI)","","2017","","","1","5","Opinion mining is the field of extracting and studying people's' opinions, sentiments, attitudes, and emotions expressed in a different digital form in the form of reviews on e-commerce and other social networking sites. It has a broad range of applications which varies from understanding the personal likes and dislikes of the particular user to predicting his shopping habits. The prime objective of our project is to understand the some of the features of the mobile based on the reviews given by the users, classify them into positive and negative, and also suggest the products to the user based on the parameters specified by the user. To implement this, we have obtained the reviews by scrapping the Amazon website for six phone models and later cleaning the data contains sentiments of people which are expressed in different ways. Our application will collect reviews about products, calculate the sentiment score of the words and hence determine the overall polarity of the sentence as positive or negative. We have developed a dashboard wherein the customer can easily identify the specific features of the mobile. We have also predicted the similar products based on the user requirements. The graphs which indicate the popularity of the product over time. The final output of the system will be - 1) Timeline Analysis of product reviews 2) Product Recommendation.","","978-1-4673-8855-9978-1-4673-8853-5978-1-4673-8856","10.1109/ICCCI.2017.8117687","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8117687","Feature extraction;Opinion Mining;product reviews;recommendation system;sentiment analysis;timeline analysis","Feature extraction;Data mining;Informatics;Electronic mail;Sentiment analysis;Mobile communication;Computational modeling","data mining;electronic commerce;social networking (online)","RecoMob;opinion mining;product enhancement;social networking sites;shopping habits;sentiment score;user requirements;Amazon website","","","","20","","","","","","IEEE","IEEE Conferences"
"Tool Support for Continuous Quality Control","F. Deissenboeck; E. Juergens; B. Hummel; S. Wagner; B. M. y. Parareda; M. Pizka","Technische Universität München; Technische Universität München; Technische Universität München; Technische Universität München; itestra GmbH; itestra GmbH","IEEE Software","","2008","25","5","60","67","Over time, software systems suffer gradual quality decay and therefore costs can rise if organizations fail to take proactive countermeasures. Quality control is the first step to avoiding this cost trap. Continuous quality assessments help users identify quality problems early, when their removal is still inexpensive; they also aid decision making by providing an integrated view of a software system's current status. As a side effect, continuous and timely feedback helps developers and maintenance personnel improve their skills and thereby decreases the likelihood of future quality defects. To make regular quality control feasible, it must be highly automated, and assessment results must be presented in an aggregated manner to avoid overwhelming users with data. This article offers an overview of tools that aim to address these issues. The authors also discuss their own flexible, open-source toolkit, which supports the creation of dashboards for quality control.","0740-7459;1937-4194","","10.1109/MS.2008.129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4602675","software engineering;software quality;project management;project control and modeling","Quality control;Software systems;Software quality;Monitoring;Degradation;ISO standards;Usability;Maintenance engineering;Reliability engineering;Current measurement","decision making;public domain software;quality control;software quality;software tools","continuous quality control;continuous quality assessments;decision making;flexible open-source toolkit;dashboards","","30","","6","","","","","","IEEE","IEEE Journals & Magazines"
"Faceted Search in Business Intelligence on the Cloud","H. Al-Aqrabi; L. Liu; R. Hill; L. Cui; J. Li","NA; NA; NA; NA; NA","2013 IEEE International Conference on Green Computing and Communications and IEEE Internet of Things and IEEE Cyber, Physical and Social Computing","","2013","","","842","849","Faceted search is a new concept in search engines for implementing a feature of direct search queries using guided navigation among the search results. In this concept, the search results are grouped and ranked under facets that guide a user on the dimensions through which the search results can be viewed. It has been implemented on web based query systems by integrating with semantic search engines (like Google, Yahoo and Bing). However, there is a significant opportunity of implementing faceted search in business intelligence (BI) frameworks to include direct searching features through BI dashboards and custom reporting interfaces. In this paper, a technology positioning map for implementing faceted search in BI framework on cloud computing has been presented. BI on the cloud is based on massively parallel processing of hardware and database resources and an XML based service oriented architecture in which the data warehouses and OLAP cubes are formed using XML data files. The architecture has been expanded to include a DOM parser and a DTD mapping system that will parse the 2D XML views (pulled from cubes formed by many-to-many XML files) and extract the database fields to be stored in a facet repository as per pre-established metadata rules. Whenever an OLAP query is invoked by a user (using a decision map), a query coordinator will fetch the relevant 2D OLAP views and group them under facets fetched from the facet repository taking the services of a metadata coordinator. The user can make use of the facets to create direct queries, generate the targeted dashboards, and hence reduce searching time.","","978-0-7695-5046","10.1109/GreenCom-iThings-CPSCom.2013.148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6682162","Faceted search;Business intelligence;OLAP;XML;data files;XML DOM parsing;XML data warehouse;OLAP cubes;Cloud computing","XML;Bismuth;Databases;Business;Films;Data warehouses;Search problems","cloud computing;competitive intelligence;data mining;data warehouses;grammars;meta data;parallel architectures;query processing;search engines;semantic Web;service-oriented architecture;XML","business intelligence;cloud computing;faceted search;direct search query;Web based query system;semantic search engine;BI dashboard;massively parallel processing;hardware resource;database resource;XML based service oriented architecture;data warehouse;XML data file;DOM parser;DTD mapping system;database extraction;facet repository;metadata rule;OLAP query;meta data query coordinator","","","","30","","","","","","IEEE","IEEE Conferences"
"A Customized Dashboard for VM Provisioning Using OpenStack","P. P. Anchalia; P. Gupta; J. Shetty","NA; NA; NA","2015 7th International Conference on Computational Intelligence, Communication Systems and Networks","","2015","","","177","182","Cloud Computing allows the user to access the cloud services dynamically over the internet wherever and whenever needed. Open Stack is an open source software used to build a public or a private cloud. In its raw form Open Stack is not flexible enough to accommodate an organizational hierarchy. In this paper we propose a novel approach to modify the OpenStack Dashboard's structure to adapt to an organization's hierarchy and in addition we also integrate modules like user and tenant registration, role based access control and custom flavour creation onto the Open Stack dashboard to make it more flexible and easy to use. The implementation is done using a sample organizational hierarchy which is discussed in detail in this paper and we have designed an Open Stack dashboard using Open Stack Icehouse version deployed on Ubuntu.","","978-1-4673-7016-5978-1-4673-7015","10.1109/CICSyN.2015.40","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7311153","Cloud Computing;Open Stack;VM Provisioning;Open Stack Dashboard","Cloud computing;Servers;Virtual machining;Organizations;Access control","cloud computing;public domain software;resource allocation;virtual machines","VM provisioning;virtual machine;OpenStack open source software;cloud computing;cloud services;organizational hierarchy;OpenStack dashboard structure;user-and-tenant registration module;role based access control module;custom flavour creation module;OpenStack Icehouse version;Ubuntu","","1","","17","","","","","","IEEE","IEEE Conferences"
"A real time mission-critical business intelligence for development of mixture composition on aromatherapy product based on customer personality type","T. Djatna; I. B. Dharma Yoga Santosa","Post Graduate Program of Agro-industrial Technology Bogor Agricultural University Bogor, Indonesia; Post Graduate Program of Agro-industrial Technology Bogor Agricultural University Bogor, Indonesia","2014 6th International Conference on Information Technology and Electrical Engineering (ICITEE)","","2014","","","1","6","Aromatherapy products, like spa mixture, scrub, soap, perfume, and others are individual and very subjective preferences which have high value of business. They require for rapid responses while fulfilling customer needs and mix ordered active note to serve customer preferences. Such requirement needs a real time mission-critical business intelligence which ensures effectiveness and efficiency on fulfilling customer need. In this paper, the objectives are to acquire and to formulate customer preference requirement on aromatherapy product in real time mode. Main characteristics are on key performance indicators (KPI) and displayed them for evaluation in form of dashboard. The formulation worked with sort of databases which filled by customer interaction in real time mode to determine best aromatherapy personal mixture by using quantification theory type 1 (QTT-1) method. QTT-1 is an effective analysis method for building a mathematical model of the relationships between customer personality type and aromatherapy mixture compositions. Dashboard generated from KPI ease the decision making on each element in business intelligence. Further personality approaches are needed to cover each specific requirement on different group of customers.","","978-1-4799-5303-5978-1-4799-5302-8978-1-4799-5301","10.1109/ICITEED.2014.7006990","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7006990","real time mission-critical business intelligence;aromatherapy;personality;quantification theory type","Real-time systems;Databases;Mission critical systems;Correlation coefficient;Information technology;Electrical engineering","competitive intelligence;customer satisfaction","real time mission-critical business intelligence;mixture composition;aromatherapy product;customer personality type;customer needs;mix ordered active note;key performance indicators;KPI;customer interaction;quantification theory type 1 method;QTT-1 method;decision making","","","","11","","","","","","IEEE","IEEE Conferences"
"An Offline Framework for Handling Automatic Passenger Counting Raw Data","B. Barabino; M. Di Francesco; S. Mozzoni","NA; NA; NA","IEEE Transactions on Intelligent Transportation Systems","","2014","15","6","2443","2456","Knowledge of ridership data on bus routes is pivotal for the quality and efficient operational planning of public transport companies. Automatic passenger counting (APC) can represent a powerful resource for supporting this activity, because it can provide a databank of accurate counts. However, relevant challenges, such as the matching of data to the bus stop, data validation, tackling anomalies, and building intelligible performance reports, must be faced in order to make APC data a mainstream source of information. This paper proposes an offline framework for addressing these challenges. In order to illustrate a possible application of the framework, its use for setting bus frequencies is investigated. The results are represented by easy-to-read control dashboards composed of tables and graphs. The methodology is experimentally tested with data records provided by the bus operator CTM in Cagliari, Italy. Finally, we discuss the implications on service rearrangement.","1524-9050;1558-0016","","10.1109/TITS.2014.2315573","CTM SpA, Cagliari, Italy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6817563","Automatic passenger counting (APC) raw data;matching algorithms;transit operations;Automatic passenger counting (APC) raw data;matching algorithms;transit operations","Road transportation;Frequency;Planning;Global Positioning System;Algorithm design and analysis","data handling;intelligent transportation systems;public transport;traffic engineering computing","automatic passenger counting raw data handling;service rearrangement;Italy;Cagliari;bus operator CTM;data records;easy-to-read control dashboards;bus frequencies;offline framework;APC data;intelligible performance reports;data validation;bus stop;data matching;automatic passenger counting;public transport companies;operational planning;bus routes;ridership data","","10","","34","","","","","","IEEE","IEEE Journals & Magazines"
"A flexible architecture for selection and visualization of information in emergency situations","B. S. Nascimento; A. S. Vivacqua; M. R. S. Borges","Graduate Program on Informatics (PPGI), Universidade Federal do Rio de Janeiro (UFRJ), Brazil; Graduate Program on Informatics (PPGI), Universidade Federal do Rio de Janeiro (UFRJ), Brazil; Graduate Program on Informatics (PPGI), Universidade Federal do Rio de Janeiro (UFRJ), Brazil","2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","","2016","","","003317","003322","Emergency command and control centers (CC) are integrated facilities to assist and handle crisis situations. In these CCs, operators suffer both with information shortage and overload. This paper focuses on the information overload problem. Operators often do not have adequate access to information that may be relevant in the decision-making process. In many CC centers, information is stored without filtering or refinement for later use, and its visualization is pre-defined at design time, offering no possibility of customization. To address the problems created by this lack of support, we propose an architecture to enable fast and easy selection from multiple information sources, and definition of appropriate visualizations. Following this architecture, we developed the “Emergency Dashboard”, a system that provides selection of a desired set of data and presents it, using configurable dashboards. We also provide collaborative mechanisms, given that, at times, it is not possible for a single user to handle such large datasets alone.","","978-1-5090-1897-0978-1-5090-1819-2978-1-5090-1898","10.1109/SMC.2016.7844746","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844746","emergency management;information visualization;dashboard;collaboration","Visualization;Collaboration;Decision making;Computer architecture;Data visualization;Context;Conferences","data visualisation;decision making;emergency services;groupware;information retrieval;software architecture","flexible architecture;information selection;information visualization;emergency command and control centers;crisis situations;information access;decision making;emergency dashboard;collaborative mechanisms","","","","19","","","","","","IEEE","IEEE Conferences"
"A framework of Thailand higher education dashboard system","N. Denwattana; A. Saengsai","Software engineering program, Faculty of Informatics, Burapha University, Chonburi, THAILAND; Information Systems Engineering Research Laboratory, Faculty of Informatics, Burapha University, Chonburi, THAILAND","2016 International Computer Science and Engineering Conference (ICSEC)","","2016","","","1","6","Prominent organizations, currently, have analytical data-driven tool to support their decision making. A chart-like dashboard is the most appropriate tool to make integrated decisions encompassing multiple functions based on relevance information systems. Such tools, however, are commonly used in commercial firms rather than in the public organizations, especially in the education sections. It is crucial that several missions for the higher education in Thailand, such as graduate performance, research study, academic services to the society, and art &amp; culture preservation, need a decision supporting tool to accomplish such goals. In this paper, we propose the dashboard framework for Higher Education, called TheDB (Thailand higher education DashBoard). It is generally very challenging for the higher education to have their own dashboards for different levels in the organization. We have implemented TheDB framework in nursing colleges of Public Health Ministry. In addition, they explicit their work operation via the dashboard for education quality assurance audited and approved by both related authorize organizations, including Thailand Nursing Council.","","978-1-5090-4420-7978-1-5090-4421","10.1109/ICSEC.2016.7859883","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7859883","Dashboard;analytic data-driven tool;decision support;framework;higher education;information systems","Information systems;Education;Organizations;Medical services;Quality assurance;Decision support systems","charts;data analysis;decision making;further education;information systems;quality assurance","Thailand higher education dashboard system;analytical data-driven tool;decision making;chart-like dashboard;relevance information systems;TheDB;education quality assurance","","1","","10","","","","","","IEEE","IEEE Conferences"
"Privacy Dashboards: Reconciling Data-Driven Business Models and Privacy","C. Zimmermann; R. Accorsi; G. Müller","NA; NA; NA","2014 Ninth International Conference on Availability, Reliability and Security","","2014","","","152","157","We argue for the use of Privacy Dashboards as enablers for privacy-enabled data-driven business models. Specifically, while dashboards are succesful instruments in business intelligence tools, their use in privacy protection is far less well-understood. Addressing this problem at the technical level, this paper provides a classification scheme for Privacy Dashboards and elaborates on the current state of the art to draw a research agenda for designing Privacy Dashboards that cater to users' desire of control and businesses' need for data collection and usage.","","978-1-4799-4223","10.1109/ARES.2014.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6980276","","Business;Data privacy;Privacy;Google;Instruments;Accuracy;Data collection","business data processing;data acquisition;data protection;pattern classification","privacy dashboards;privacy-enabled data-driven business models;business intelligence tools;privacy protection;classification scheme;data collection;data usage","","1","","51","","","","","","IEEE","IEEE Conferences"
